Bldg City,Bldg State,Bldg Status,Property Type,Total Parking Spaces,Owned/Leased
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,OWNED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,3,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,267,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,7,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,OWNED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,11,LEASED
WASHINGTON,DC,ACTIVE,STRUCTURE,0,OWNED
WASHINGTON,DC,ACTIVE,BUILDING,0,OWNED
WASHINGTON,DC,ACTIVE,BUILDING,19,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
WASHINGTON,DC,ACTIVE,BUILDING,0,LEASED
